SITE,YEAR,LINE,FL50,TC,BIOMASS
CLMB,2016,706,200,95,0.206462566
CLMB,2016,424,207,99,0.488583383
CLMB,2016,386,200,43,0.080169749
CLMB,2016,50,200,99,0.21313359
CLMB,2016,636,190,118,0.381972211
CLMB,2016,511,NA,82,0.244578868
CLMB,2016,638,207,134,0.651740084
CLMB,2016,46,200,161,0.763546533
CLMB,2016,301,187,127,0.554868145
CLMB,2016,720,190,158,0.950167242
CLMB,2016,674,202,205,0.718118607
CLMB,2016,VxW,207,108,0.56797607
CLMB,2016,142,211,161,0.439635323
CLMB,2016,241,207,102,0.269995238
CLMB,2016,VxW,221,139,0.664565023
CLMB,2016,480,187,222,0.75693165
CLMB,2016,647,202,20,0.075
CLMB,2016,137,200,79,0.3175144
CLMB,2016,324,190,184,0.544726539
CLMB,2016,459,200,123,0.656926345
CLMB,2016,784,207,55,0.162365318
CLMB,2016,166,207,145,0.774809192
CLMB,2016,608,NA,NA,NA
CLMB,2016,254,183,124,0.322788726
CLMB,2016,779,181,116,0.369296142
CLMB,2016,561,NA,NA,NA
CLMB,2016,112,190,109,0.40222134
CLMB,2016,VxW,207,101,0.510291
CLMB,2016,VxW,211,63,0.222370712
CLMB,2016,548,193,133,0.248092698
CLMB,2016,752,202,144,0.32205032
CLMB,2016,117,200,97,0.338574029
CLMB,2016,353,209,139,0.546663943
CLMB,2016,522,190,186,0.868256328
CLMB,2016,615,211,143,0.528386426
CLMB,2016,150,179,104,0.279510746
CLMB,2016,285,202,167,1.10267011
CLMB,2016,559,NA,81,0.310567495
CLMB,2016,649,202,123,0.477632376
CLMB,2016,7,176,73,0.238954136
CLMB,2016,360,187,193,0.58340571
CLMB,2016,458,187,82,0.19821349
CLMB,2016,672,183,132,0.473382479
CLMB,2016,193,223,62,0.221954288
CLMB,2016,668,209,137,0.469628081
CLMB,2016,596,209,131,0.554232725
CLMB,2016,221,181,91,0.307794571
CLMB,2016,11,200,98,0.311408354
CLMB,2016,658,200,76,0.19001827
CLMB,2016,464,200,115,0.524901896
CLMB,2016,213,210,117,0.39590693
CLMB,2016,820,219,51,0.115265732
CLMB,2016,174,216,47,0.094498333
CLMB,2016,330,190,268,0.606766529
CLMB,2016,451,200,138,0.330883427
CLMB,2016,745,200,144,0.718489728
CLMB,2016,52,176,206,0.56245408
CLMB,2016,308,200,133,0.378772701
CLMB,2016,415,204,151,0.516819976
CLMB,2016,800,183,105,0.211676267
CLMB,2016,85,193,162,0.517945365
CLMB,2016,252,202,85,0.309954533
CLMB,2016,588,207,161,0.674325137
CLMB,2016,792,223,151,0.726438651
CLMB,2016,185,176,134,0.39590693
CLMB,2016,AP13,NA,159,1.63710536
CLMB,2016,368,190,133,0.301405525
CLMB,2016,431,200,132,0.425335449
CLMB,2016,227,190,124,0.424562112
CLMB,2016,VS16,200,57,0.093676609
CLMB,2016,619,204,122,0.5190702
CLMB,2016,187,200,73,0.0907184
CLMB,2016,284,179,95,0.340420796
CLMB,2016,170,187,86,0.389276716
CLMB,2016,WBC,NA,59,0.376003895
CLMB,2016,AP13,NA,159,1.734859057
CLMB,2016,403,187,190,0.668103217
CLMB,2016,581,190,169,0.4272544
CLMB,2016,683,200,122,0.43896
CLMB,2016,177,200,102,0.330089228
CLMB,2016,226,202,88,0.301432502
CLMB,2016,500,211,87,0.543116737
CLMB,2016,803,190,210,0.432081452
CLMB,2016,157,207,98,0.187876686
CLMB,2016,269,183,73,0.094498333
CLMB,2016,AP13,NA,179,1.716818395
CLMB,2016,793,183,56,0.113398
CLMB,2016,478,183,88,0.606881796
CLMB,2016,WBC,NA,113,0.627125303
CLMB,2016,30,200,143,0.5556502
CLMB,2016,476,200,90,0.296267196
CLMB,2016,342,183,97,0.32205032
CLMB,2016,4,204,138,0.39857297
CLMB,2016,656,221,68,0.216123247
CLMB,2016,437,207,37,0.070925295
CLMB,2016,352,209,90,0.268031636
CLMB,2016,642,NA,NA,NA
CLMB,2016,604,200,141,0.418750875
CLMB,2016,627,200,137,0.229860811
CLMB,2016,12,190,124,0.401360194
CLMB,2016,561,221,107,0.3713304
CLMB,2016,314,176,115,0.40140885
CLMB,2016,498,193,127,0.423352533
CLMB,2016,794,190,98,0.544719041
CLMB,2016,445,200,217,0.88273507
CLMB,2016,211,204,201,0.593579876
CLMB,2016,39,207,74,0.163868096
CLMB,2016,662,223,136,0.491298574
CLMB,2016,WBC,NA,97,0.557196536
CLMB,2016,90,204,137,0.497365214
CLMB,2016,225,187,112,0.34926584
CLMB,2016,570,221,89,0.267462869
CLMB,2016,782,190,182,0.628050462
CLMB,2016,131,200,148,0.468586777
CLMB,2016,808,207,76,0.196308669
CLMB,2016,602,190,69,0.260148353
CLMB,2016,322,204,106,0.429959476
CLMB,2016,173,204,78,0.165094147
CLMB,2016,319,179,84,0.273469959
CLMB,2016,595,200,166,0.51879585
CLMB,2016,747,NA,29,0.050348712
CLMB,2016,55,NA,19,0.035
CLMB,2016,334,200,189,0.998259559
CLMB,2016,542,190,81,0.314354128
CLMB,2016,737,NA,47,0.209094849
CLMB,2016,99,200,109,0.264097974
CLMB,2016,387,190,96,0.174146929
CLMB,2016,583,200,91,0.313694678
CLMB,2016,768,NA,89,0.188792346
CLMB,2016,199,193,176,0.648369741
CLMB,2016,432,200,91,0.37807127
CLMB,2016,323,190,107,0.222021347
CLMB,2016,545,221,64,0.2736928
CLMB,2016,671,200,98,0.486430171
CLMB,2016,40,200,90,0.41106775
CLMB,2016,212,190,115,0.697197586
CLMB,2016,525,NA,67,0.148448291
CLMB,2016,734,NA,148,0.959814522
CLMB,2016,68,216,43,0.121232771
CLMB,2016,239,207,103,0.50121916
CLMB,2016,814,207,52,0.13451349
CLMB,2016,479,190,161,0.592446694
CLMB,2016,697,174,130,0.252715543
CLMB,2016,426,200,79,0.22646731
CLMB,2016,757,200,135,0.566197007
CLMB,2016,65,190,119,0.263376
CLMB,2016,825,190,168,0.75384064
CLMB,2016,691,NA,NA,NA
CLMB,2016,AxD,179,141,0.410096877
CLMB,2016,662,NA,NA,NA
CLMB,2016,135,197,171,0.999674244
CLMB,2016,87,190,105,0.264595333
CLMB,2016,812,190,70,0.205000021
CLMB,2016,486,187,142,0.603539769
CLMB,2016,696,211,71,0.264257839
CLMB,2016,585,176,154,0.3043456
CLMB,2016,AP13,NA,184,1.929120006
CLMB,2016,429,181,114,0.4082328
CLMB,2016,288,211,57,0.172492732
CLMB,2016,AxD,172,158,0.46713206
CLMB,2016,639,197,85,0.275515141
CLMB,2016,290,197,76,0.216328492
CLMB,2016,256,207,111,0.518687646
CLMB,2016,594,207,69,0.418391371
CLMB,2016,255,187,103,0.228130094
CLMB,2016,147,193,121,0.721918177
CLMB,2016,762,197,115,0.431514513
CLMB,2016,579,197,127,0.535659419
CLMB,2016,355,207,107,0.274614434
CLMB,2016,159,197,153,0.849702945
CLMB,2016,751,200,76,0.33168915
CLMB,2016,411,204,163,0.4195726
CLMB,2016,303,207,101,0.40369688
CLMB,2016,163,197,52,0.203480523
CLMB,2016,608,193,198,0.866627539
CLMB,2016,698,193,116,0.394519553
CLMB,2016,9,190,155,0.579249243
CLMB,2016,231,179,102,0.40599284
CLMB,2016,613,181,209,0.91398788
CLMB,2016,722,204,112,0.577909807
CLMB,2016,195,181,109,0.335058996
CLMB,2016,261,197,123,0.4422522
CLMB,2016,475,216,110,0.481799753
CLMB,2016,655,197,221,1.495927902
CLMB,2016,WBC,NA,145,0.230206466
CLMB,2016,192,202,115,0.389953719
CLMB,2016,491,187,82,0.19504456
CLMB,2016,473,207,116,0.407661045
CLMB,2016,AxD,174,135,0.525776533
CLMB,2016,61,207,97,0.515261871
CLMB,2016,817,207,47,0.208863293
CLMB,2016,563,207,86,0.3086732
CLMB,2016,318,193,144,0.454481396
CLMB,2016,36,207,91,0.37648136
CLMB,2016,799,197,112,0.768343403
CLMB,2016,507,209,87,0.42864444
CLMB,2016,215,211,101,0.2930058
CLMB,2016,128,NA,23,0.067256745
CLMB,2016,237,200,126,0.408623828
CLMB,2016,442,200,153,0.585212338
CLMB,2016,WBC,NA,69,0.384809607
CLMB,2016,153,NA,54,0.256929734
CLMB,2016,229,197,81,0.468267035
CLMB,2016,527,176,135,0.408958547
CLMB,2016,645,190,53,0.19561155
CLMB,2016,AP13,NA,152,1.366692417
CLMB,2016,781,187,117,0.321374757
CLMB,2016,731,207,63,0.314339256
CLMB,2016,521,183,136,0.421993456
CLMB,2016,642,204,140,0.447112114
CLMB,2016,461,207,100,0.440380583
CLMB,2016,724,200,59,0.204292211
CLMB,2016,460,218,81,0.149897981
CLMB,2016,AP13,NA,217,1.869587896
CLMB,2016,428,197,110,0.329336745
CLMB,2016,555,200,88,0.2494756
CLMB,2016,AP13,223,189,2.25474275
CLMB,2016,684,NA,NA,NA
CLMB,2016,707,179,68,0.172562174
CLMB,2016,63,207,62,0.234527682
CLMB,2016,398,200,106,0.186773176
CLMB,2016,VxW,221,59,0.27171339
CLMB,2016,531,221,74,0.256577293
CLMB,2016,822,NA,NA,NA
CLMB,2016,712,200,101,0.405065258
CLMB,2016,VxW,207,73,0.281806094
CLMB,2016,168,193,130,0.495215736
CLMB,2016,726,207,142,0.776426306
CLMB,2016,822,NA,NA,NA
CLMB,2016,564,211,59,0.21375523
CLMB,2016,593,216,73,0.205490921
CLMB,2016,797,183,152,0.4359096
CLMB,2016,167,190,78,0.267568315
CLMB,2016,228,190,243,0.967948211
CLMB,2016,569,204,93,0.434875825
CLMB,2016,680,183,87,0.220316114
CLMB,2016,118,193,118,0.468098771
CLMB,2016,399,179,137,0.524150756
CLMB,2016,446,197,126,0.379011008
CLMB,2016,681,207,73,0.199810147
CLMB,2016,178,204,96,0.529190667
CLMB,2016,347,179,81,0.190571639
CLMB,2016,417,190,73,0.500325721
CLMB,2016,716,207,123,0.526705955
CLMB,2016,161,197,112,0.692018564
CLMB,2016,382,193,83,0.454424279
CLMB,2016,700,183,57,0.21573278
CLMB,2016,107,197,77,0.406776312
CLMB,2016,224,193,125,0.682110501
CLMB,2016,418,193,74,0.16669506
CLMB,2016,672,NA,NA,NA
CLMB,2016,263,202,140,0.632810143
CLMB,2016,130,200,88,0.379751442
CLMB,2016,753,NA,NA,NA
CLMB,2016,620,197,143,0.593158769
CLMB,2016,184,193,131,0.643483325
CLMB,2016,267,197,73,0.498640521
CLMB,2016,606,207,24,0.331581494
CLMB,2016,787,197,71,0.243290255
CLMB,2016,20,183,134,0.888376527
CLMB,2016,270,193,112,0.882103031
CLMB,2016,609,207,62,0.2019216
CLMB,2016,633,204,89,0.255796144
CLMB,2016,67,207,76,0.188996667
CLMB,2016,701,174,138,0.408446758
CLMB,2016,258,179,143,0.398512971
CLMB,2016,578,204,27,0.073
CLMB,2016,778,179,34,0.082829843
CLMB,2016,503,190,108,0.682252077
CLMB,2016,377,202,101,0.366502336
CLMB,2016,38,211,49,NA
CLMB,2016,DAC,174,61,0.059
CLMB,2016,406,193,85,0.375771951
CLMB,2016,810,193,46,0.199992836
CLMB,2016,37,218,46,0.147768115
CLMB,2016,375,221,37,0.066441645
CLMB,2016,492,197,225,0.711388892
CLMB,2016,AP13,NA,143,1.522691119
CLMB,2016,88,202,185,0.9752228
CLMB,2016,204,179,98,0.132588431
CLMB,2016,484,183,104,0.179996825
CLMB,2016,685,193,135,0.331919011
CLMB,2016,VxW,207,133,0.757160559
CLMB,2016,75,197,83,0.616200453
CLMB,2016,337,181,143,0.334617049
CLMB,2016,WBC,NA,184,1.564431901
CLMB,2016,VxW,NA,130,0.730650897
CLMB,2016,455,197,132,0.236698361
CLMB,2016,AP13,223,189,1.881758811
CLMB,2016,132,NA,113,0.523336033
CLMB,2016,456,193,149,1.376771086
CLMB,2016,VS16,193,36,0.05443104
CLMB,2016,539,207,103,0.329451032
CLMB,2016,188,197,134,0.917263822
CLMB,2016,802,207,149,0.554248652
CLMB,2016,462,200,215,0.815771327
CLMB,2016,400,204,116,0.423502234
CLMB,2016,134,197,104,0.414712686
CLMB,2016,448,181,87,0.206802142
CLMB,2016,336,209,106,NA
CLMB,2016,176,193,105,0.444142167
CLMB,2016,796,200,189,0.611348629
CLMB,2016,DAC,169,72,0.037
CLMB,2016,453,187,101,0.674622
CLMB,2016,325,207,79,0.676054318
CLMB,2016,196,207,96,0.407408087
CLMB,2016,760,200,124,0.333523529
CLMB,2016,502,204,228,0.767354887
CLMB,2016,251,209,144,0.12
CLMB,2016,2,221,79,0.305388673
CLMB,2016,653,197,139,0.400228235
CLMB,2016,466,193,67,0.200045703
CLMB,2016,WBC,NA,143,0.724757821
CLMB,2016,313,193,141,0.453794496
CLMB,2016,15,218,86,0.388170077
CLMB,2016,773,200,170,0.618274501
CLMB,2016,447,197,196,0.983825407
CLMB,2016,365,190,146,0.450962481
CLMB,2016,3,183,194,0.604165839
CLMB,2016,777,187,126,0.477272171
CLMB,2016,233,193,69,0.153523446
CLMB,2016,490,183,137,0.510291
CLMB,2016,311,193,74,0.15592225
CLMB,2016,94,181,114,0.235013246
CLMB,2016,356,190,174,0.377422777
CLMB,2016,483,207,77,NA
CLMB,2016,770,190,163,0.540942143
CLMB,2016,164,197,103,0.334008655
CLMB,2016,249,193,16,0.615307409
CLMB,2016,412,207,107,0.782201456
CLMB,2016,AxD,172,195,0.598355404
CLMB,2016,171,197,93,0.388338414
CLMB,2016,622,218,148,0.638657536
CLMB,2016,537,187,153,0.573024022
CLMB,2016,245,197,146,0.525015815
CLMB,2016,97,187,68,0.323864688
CLMB,2016,705,200,240,0.937983457
CLMB,2016,357,223,67,0.174694216
CLMB,2016,711,202,227,0.803464555
CLMB,2016,AP13,NA,129,1.33849255
CLMB,2016,236,204,94,0.295362233
CLMB,2016,494,218,64,0.200966456
CLMB,2016,618,207,106,0.45725
CLMB,2016,260,183,70,0.334259151
CLMB,2016,89,181,123,0.189475139
CLMB,2016,819,204,114,0.43911566
CLMB,2016,574,193,174,0.528963302
CLMB,2016,271,207,200,0.903273724
CLMB,2016,41,193,166,0.343939255
CLMB,2016,789,197,80,0.282827953
CLMB,2016,408,197,142,0.425714992
CLMB,2016,246,193,113,0.32609587
CLMB,2016,76,200,83,0.214393094
CLMB,2016,725,197,77,0.206882205
CLMB,2016,567,NA,NA,NA
CLMB,2016,407,200,157,0.591533677
CLMB,2016,265,190,169,0.41198554
CLMB,2016,24,193,155,0.287796303
CLMB,2016,815,190,160,0.65414823
CLMB,2016,444,193,149,0.353348168
CLMB,2016,VxW,207,131,0.662077864
CLMB,2016,124,197,133,0.618274501
CLMB,2016,296,193,113,0.420603491
CLMB,2016,567,209,106,0.263304624
CLMB,2016,674,NA,NA,NA
CLMB,2016,62,190,98,0.339272065
CLMB,2016,682,216,32,0.075873571
CLMB,2016,6,183,80,0.227473003
CLMB,2016,264,207,88,0.400443846
CLMB,2016,VxW,207,112,2.695383231
CLMB,2016,715,190,60,0.111705493
CLMB,2016,272,190,158,0.542437772
CLMB,2016,611,197,216,0.667607231
CLMB,2016,667,200,122,0.488576489
CLMB,2016,326,200,95,0.342623957
CLMB,2016,422,183,179,0.490007132
CLMB,2016,641,190,104,0.296896582
CLMB,2016,125,197,126,0.293355696
CLMB,2016,404,181,110,0.36175362
CLMB,2016,463,NA,23,0.135210864
CLMB,2016,748,197,77,0.34699788
CLMB,2016,69,207,109,0.4331072
CLMB,2016,274,193,124,0.430072415
CLMB,2016,566,204,78,0.170497228
CLMB,2016,765,197,153,0.62863199
CLMB,2016,156,204,85,0.263456175
CLMB,2016,AxD,176,161,0.3544602
CLMB,2016,154,202,130,0.365393556
CLMB,2016,209,179,56,0.056205965
CLMB,2016,489,193,87,0.244001214
CLMB,2016,WBC,NA,124,0.808689737
CLMB,2016,738,187,207,0.832449318
CLMB,2016,25,202,84,0.338272
CLMB,2016,AP13,223,167,1.700546082
CLMB,2016,397,204,196,0.779144739
CLMB,2016,414,202,145,0.637532392
CLMB,2016,660,200,143,0.531572542
CLMB,2016,91,221,84,0.347232497
CLMB,2016,240,190,137,0.647770148
CLMB,2016,410,193,47,0.108358089
CLMB,2016,753,NA,47,0.101027309
CLMB,2016,155,200,97,0.380355792
CLMB,2016,278,207,140,0.39916096
CLMB,2016,AxD,172,210,0.761386571
CLMB,2016,809,221,68,0.138551738
CLMB,2016,419,193,89,0.345658964
CLMB,2016,32,193,171,0.56642301
CLMB,2016,436,197,123,0.380793284
CLMB,2016,21,187,97,0.172713877
CLMB,2016,53,223,31,0.034472992
CLMB,2016,420,223,96,0.290247915
CLMB,2016,AP13,NA,127,1.385162667
CLMB,2016,654,187,140,0.27435
CLMB,2016,158,181,188,0.438472267
CLMB,2016,396,200,138,0.429718737
CLMB,2016,468,197,124,0.405712844
CLMB,2016,637,207,141,0.399776
CLMB,2016,182,202,116,0.516253163
CLMB,2016,343,187,161,0.474883053
CLMB,2016,443,204,136,0.500510423
CLMB,2016,643,197,51,0.088505756
CLMB,2016,27,193,102,0.33395711
CLMB,2016,277,200,242,0.761656567
CLMB,2016,526,197,161,0.498044016
CLMB,2016,664,183,145,0.625733882
CLMB,2016,516,193,134,0.335154089
CLMB,2016,294,181,108,0.532664119
CLMB,2016,AP13,NA,144,1.8037203
CLMB,2016,74,207,106,0.586180431
CLMB,2016,238,193,152,0.669128624
CLMB,2016,746,200,91,0.336527238
CLMB,2016,373,197,149,0.511882551
CLMB,2016,640,NA,NA,NA
CLMB,2016,709,202,83,0.271210217
CLMB,2016,113,200,97,0.523535194
CLMB,2016,275,193,200,0.546022068
CLMB,2016,VS16,NA,NA,NA
CLMB,2016,764,193,146,0.616041228
CLMB,2016,122,179,110,0.259195429
CLMB,2016,790,200,115,0.293355696
CLMB,2016,607,193,101,0.385944228
CLMB,2016,370,202,205,0.746300588
CLMB,2016,114,209,50,0.206636356
CLMB,2016,804,221,44,0.09979024
CLMB,2016,WBC,216,275,3.430140292
CLMB,2016,302,174,174,0.558601655
CLMB,2016,535,207,85,0.318041833
CLMB,2016,780,200,100,0.602928443
CLMB,2016,42,183,157,0.4932813
CLMB,2016,203,193,160,0.457063367
CLMB,2016,514,202,61,0.32922
CLMB,2016,821,204,80,0.708123562
CLMB,2016,571,200,180,0.657065007
CLMB,2016,669,193,116,0.278455089
CLMB,2016,381,197,228,0.58243143
CLMB,2016,472,197,38,NA
CLMB,2016,552,193,93,0.274542526
CLMB,2016,289,202,58,0.173432235
CLMB,2016,735,223,85,0.314868447
CLMB,2016,676,193,109,0.305928083
CLMB,2016,712,NA,NA,NA
CLMB,2016,244,193,115,0.495976826
CLMB,2016,533,207,30,NA
CLMB,2016,759,204,56,0.226268567
CLMB,2016,379,209,117,0.539811967
CLMB,2016,315,193,174,0.580689087
CLMB,2016,697,NA,NA,NA
CLMB,2016,378,221,82,0.247413818
CLMB,2016,582,183,101,0.39916096
CLMB,2016,673,193,136,0.466551771
CLMB,2016,304,193,223,0.553630784
CLMB,2016,413,204,177,0.711942226
CLMB,2016,791,179,86,0.2706176
CLMB,2016,686,193,66,0.358673674
CLMB,2016,310,204,118,0.353459426
CLMB,2016,740,200,176,0.516238448
CLMB,2016,524,197,89,0.34175811
CLMB,2016,235,187,203,0.607194745
CLMB,2016,438,187,156,0.4082328
CLMB,2016,785,187,147,0.463857503
CLMB,2016,66,218,57,0.219956121
CLMB,2016,320,193,77,0.225888816
CLMB,2016,540,187,285,0.63053779
CLMB,2016,689,187,157,0.4876114
CLMB,2016,78,179,103,0.282235022
CLMB,2016,282,181,135,0.307046892
CLMB,2016,510,172,163,0.442960938
CLMB,2016,771,181,203,0.419455695
CLMB,2016,54,193,88,0.332282512
CLMB,2016,366,202,100,0.385981117
CLMB,2016,536,190,199,0.629037962
CLMB,2016,754,200,65,0.171016443
CLMB,2016,180,190,162,0.6123492
CLMB,2016,222,193,63,0.18597272
CLMB,2016,515,179,163,0.39916096
CLMB,2016,624,197,171,0.499367339
CLMB,2016,28,183,135,0.814816175
CLMB,2016,388,187,86,0.326992442
CLMB,2016,605,193,151,0.540879872
CLMB,2016,741,193,85,0.25953351
CLMB,2016,59,190,140,0.261482447
CLMB,2016,282,181,130,0.234946481
CLMB,2016,822,187,137,0.341576902
CLMB,2016,584,207,106,0.541152481
CLMB,2016,235,190,88,0.182755381
CLMB,2016,405,179,86,NA
CLMB,2016,719,193,60,0.139566769
CLMB,2016,565,193,84,0.22523189
CLMB,2016,361,187,91,0.129597714
CLMB,2016,485,187,68,0.164344928
CLMB,2016,714,181,225,0.381972211
CLMB,2016,572,197,130,0.308100226
CLMB,2016,617,193,63,0.182543122
CLMB,2016,546,181,113,0.3028824
CLMB,2016,816,181,99,NA
CLMB,2016,590,200,96,0.22452804
CLMB,2016,713,190,74,0.202352431
CLMB,2016,512,172,121,0.477155221
CLMB,2016,772,187,144,0.300171176
CLMB,2016,433,207,80,0.179110687
CLMB,2016,632,204,85,0.199076489
CLMB,2016,223,202,242,0.543001962
CLMB,2016,719,190,73,0.308100226
KBSM,2016,471,207,127,0.442491633
KBSM,2016,272,200,133,0.337301994
KBSM,2016,101,202,55,0.169606779
KBSM,2016,715,195,84,0.255999868
KBSM,2016,475,204,67,0.168674299
KBSM,2016,367,202,187,0.860177284
KBSM,2016,199,202,111,0.314852043
KBSM,2016,630,197,110,0.286117803
KBSM,2016,AxD,190,116,0.251428194
KBSM,2016,574,200,203,0.681299223
KBSM,2016,293,197,156,0.401332739
KBSM,2016,187,211,248,0.752058809
KBSM,2016,731,214,101,0.695728283
KBSM,2016,549,216,63,0.19850651
KBSM,2016,318,207,175,0.333216174
KBSM,2016,4,214,152,0.594865174
KBSM,2016,701,190,179,0.38108638
KBSM,2016,560,197,28,NA
KBSM,2016,228,202,225,0.620008197
KBSM,2016,90,214,183,0.70340571
KBSM,2016,749,207,165,0.661610863
KBSM,2016,423,209,117,0.382815623
KBSM,2016,232,195,120,0.428361558
KBSM,2016,710,214,143,0.54327961
KBSM,2016,575,200,55,0.163178952
KBSM,2016,800,190,97,0.243967369
KBSM,2016,195,202,66,0.14695
KBSM,2016,346,195,133,0.307174437
KBSM,2016,487,214,76,0.162913434
KBSM,2016,719,204,54,0.101326752
KBSM,2016,74,209,161,0.691769525
KBSM,2016,208,211,43,0.06396
KBSM,2016,435,214,184,0.77687012
KBSM,2016,663,193,173,0.466870414
KBSM,2016,25,207,118,0.417189266
KBSM,2016,DAC,176,72,0.0274
KBSM,2016,AxD,190,116,0.175465623
KBSM,2016,267,200,66,0.390435866
KBSM,2016,449,188,114,0.246444503
KBSM,2016,818,221,138,0.77841558
KBSM,2016,38,197,68,0.164775597
KBSM,2016,AP13,NA,201,1.439416764
KBSM,2016,492,200,207,0.601673634
KBSM,2016,403,197,167,0.412610227
KBSM,2016,100,209,102,0.360765759
KBSM,2016,590,200,136,0.495733914
KBSM,2016,AP13,NA,181,1.992297488
KBSM,2016,11,209,123,0.279766523
KBSM,2016,387,197,116,0.213829253
KBSM,2016,592,207,210,0.618402549
KBSM,2016,794,197,73,0.312192193
KBSM,2016,134,209,96,0.314642042
KBSM,2016,213,214,120,0.268606901
KBSM,2016,WBC,NA,355,3.045118187
KBSM,2016,370,209,151,0.481633032
KBSM,2016,414,218,160,0.435086655
KBSM,2016,810,200,74,0.222887012
KBSM,2016,88,209,132,0.542324937
KBSM,2016,307,204,250,0.504605852
KBSM,2016,87,197,114,0.265964644
KBSM,2016,666,197,157,0.384496371
KBSM,2016,462,209,241,0.67229145
KBSM,2016,324,195,198,0.800067093
KBSM,2016,17,209,121,0.634553603
KBSM,2016,728,200,124,0.402300262
KBSM,2016,457,207,114,0.701799893
KBSM,2016,VxW,218,177,1.203171058
KBSM,2016,638,207,153,0.555458715
KBSM,2016,498,200,77,0.228293423
KBSM,2016,445,207,142,0.428662205
KBSM,2016,215,214,152,0.409871037
KBSM,2016,VxW,216,117,0.580535206
KBSM,2016,328,207,80,0.350434242
KBSM,2016,91,218,113,0.511350102
KBSM,2016,298,195,88,0.24194123
KBSM,2016,99,207,65,0.171585233
KBSM,2016,649,211,60,0.08669
KBSM,2016,444,200,120,0.225333279
KBSM,2016,AP13,NA,211,1.624773378
KBSM,2016,190,193,161,0.329231349
KBSM,2016,334,207,202,0.733191419
KBSM,2016,468,195,117,0.342414804
KBSM,2016,785,204,118,0.289405552
KBSM,2016,175,207,159,0.75289182
KBSM,2016,684,207,105,0.465244985
KBSM,2016,461,211,150,0.514316261
KBSM,2016,218,209,106,0.307652832
KBSM,2016,WBC,NA,161,2.154568589
KBSM,2016,315,202,164,0.537366929
KBSM,2016,188,209,123,0.558220232
KBSM,2016,56,197,88,0.333207413
KBSM,2016,636,195,123,0.293501381
KBSM,2016,511,NA,145,0.752574755
KBSM,2016,349,202,99,0.213097632
KBSM,2016,166,214,158,1.001100504
KBSM,2016,WBC,NA,269,2.177836958
KBSM,2016,676,209,77,0.315608157
KBSM,2016,767,195,160,0.389500761
KBSM,2016,301,195,159,0.409188252
KBSM,2016,189,202,114,0.556526183
KBSM,2016,456,202,81,0.512235455
KBSM,2016,513,200,83,0.13495992
KBSM,2016,85,195,96,0.175073378
KBSM,2016,628,190,94,0.16990898
KBSM,2016,433,209,77,0.207823776
KBSM,2016,AP13,NA,212,1.807636784
KBSM,2016,716,211,157,0.338802322
KBSM,2016,163,197,124,0.323629352
KBSM,2016,263,214,104,0.27548027
KBSM,2016,466,197,46,0.11687
KBSM,2016,662,NA,138,0.515790363
KBSM,2016,64,200,80,0.164909747
KBSM,2016,363,207,106,0.353473486
KBSM,2016,565,202,92,0.368418912
KBSM,2016,AxD,188,146,0.230804277
KBSM,2016,42,193,160,0.461703203
KBSM,2016,771,195,194,0.37879182
KBSM,2016,569,211,109,0.338108107
KBSM,2016,381,204,197,0.714466256
KBSM,2016,542,193,59,0.180140672
KBSM,2016,DAC,176,74,0.01266
KBSM,2016,277,211,344,1.133046158
KBSM,2016,808,207,122,0.440342323
KBSM,2016,451,202,161,0.395809905
KBSM,2016,VS16,202,82,0.12667
KBSM,2016,750,202,108,0.357865408
KBSM,2016,493,193,87,0.09378
KBSM,2016,217,193,85,0.172280842
KBSM,2016,359,209,100,0.297655601
KBSM,2016,819,202,114,0.444794264
KBSM,2016,335,207,78,0.188658033
KBSM,2016,388,195,118,0.402476816
KBSM,2016,AxD,188,129,0.250999796
KBSM,2016,373,202,170,0.446027261
KBSM,2016,732,195,103,0.205306279
KBSM,2016,811,197,130,0.216487559
KBSM,2016,366,207,101,0.325724926
KBSM,2016,371,209,80,0.174326072
KBSM,2016,698,200,164,0.413547944
KBSM,2016,516,193,141,0.277671094
KBSM,2016,284,195,121,0.343481526
KBSM,2016,AP13,NA,204,1.653627645
KBSM,2016,770,197,175,0.58313192
KBSM,2016,440,195,102,0.316016578
KBSM,2016,320,202,115,0.395300968
KBSM,2016,132,200,64,0.271249149
KBSM,2016,203,200,188,0.462338626
KBSM,2016,586,200,83,0.201923494
KBSM,2016,651,214,58,0.06826
KBSM,2016,196,214,184,0.796096528
KBSM,2016,627,202,226,0.250895545
KBSM,2016,VxW,218,183,0.934954355
KBSM,2016,641,200,83,0.18833
KBSM,2016,3,195,155,0.403887298
KBSM,2016,339,204,140,0.512624717
KBSM,2016,517,209,119,0.260871997
KBSM,2016,685,193,145,0.203407753
KBSM,2016,52,190,85,0.180355048
KBSM,2016,436,207,132,0.330796548
