SITE,YEAR,LINE,FL50,TC,BIOMASS
STIL,2016,AxD,168,152,0.3175144
STIL,2016,226,200,107,1.155727562
STIL,2016,78,172,201,0.706164814
STIL,2016,340,200,248,0.931483571
STIL,2016,WBC,229,403,4.594289203
STIL,2016,176,182,84,0.432876775
STIL,2016,257,200,112,0.364712486
STIL,2016,103,214,156,0.680388
STIL,2016,DAC,153,128,0.040584547
STIL,2016,388,172,189,0.47173568
STIL,2016,182,187,166,0.551567872
STIL,2016,358,200,148,0.426833335
STIL,2016,163,172,89,0.138237562
STIL,2016,326,200,26,0.146545108
STIL,2016,39,200,54,0.071431811
STIL,2016,346,200,82,0.264595333
STIL,2016,AP13,229,356,3.963789291
STIL,2016,170,200,73,0.150752635
STIL,2016,VS16,200,112,0.202604427
STIL,2016,323,200,142,0.286266951
STIL,2016,144,182,180,0.246955644
STIL,2016,244,200,67,0.389805625
STIL,2016,166,200,168,0.940172509
STIL,2016,232,172,188,0.845976405
STIL,2016,34,172,83,0.361604811
STIL,2016,333,229,17,NA
STIL,2016,237,175,136,0.7195968
STIL,2016,194,214,121,0.7257472
STIL,2016,210,229,61,0.421993456
STIL,2016,20,172,126,0.438597223
STIL,2016,275,200,182,0.533139851
STIL,2016,46,200,174,0.56699
STIL,2016,387,214,20,0.07257472
STIL,2016,187,172,149,0.2778251
STIL,2016,274,175,243,0.982310175
STIL,2016,DAC,NA,NA,NA
STIL,2016,55,172,137,0.451265887
STIL,2016,404,172,169,0.385813885
STIL,2016,97,175,211,0.688512036
STIL,2016,186,214,344,1.20269783
STIL,2016,225,172,173,0.548170757
STIL,2016,200,200,90,0.184228135
STIL,2016,224,214,116,0.690181464
STIL,2016,50,200,110,0.287932313
STIL,2016,290,200,170,0.581591934
STIL,2016,17,200,146,0.780742292
STIL,2016,277,214,461,2.2229666
STIL,2016,VxW,214,154,0.791819561
STIL,2016,112,189,126,0.450102831
STIL,2016,379,214,116,0.604789333
STIL,2016,65,200,166,0.44252878
STIL,2016,260,182,230,1.054925394
STIL,2016,146,175,126,0.625407152
STIL,2016,VS16,200,44,0.041235636
STIL,2016,228,172,160,0.497702782
STIL,2016,1,153,151,0.345053914
STIL,2016,VxW,214,257,1.412991823
STIL,2016,317,187,163,0.735085859
STIL,2016,31,200,56,0.073375176
STIL,2016,368,172,69,0.152240074
STIL,2016,DAC,NA,NA,NA
STIL,2016,296,200,111,0.5443104
STIL,2016,311,200,66,0.163702376
STIL,2016,304,200,176,1.321941068
STIL,2016,384,172,93,0.268123271
STIL,2016,139,172,141,0.303018161
STIL,2016,306,187,66,0.186296714
STIL,2016,19,172,253,1.08521886
STIL,2016,WBC,229,288,5.081030856
STIL,2016,184,200,142,0.897690214
STIL,2016,328,200,150,0.709547486
STIL,2016,57,172,63,0.297938324
STIL,2016,372,200,175,0.977403531
STIL,2016,175,200,191,1.830022945
STIL,2016,AxD,172,208,0.65544044
STIL,2016,352,200,88,0.444253341
STIL,2016,13,200,67,0.519956467
STIL,2016,WBC,NA,292,4.883589399
STIL,2016,232,172,182,1.281817393
STIL,2016,99,187,79,0.454380856
STIL,2016,208,182,70,0.337674044
STIL,2016,198,175,191,0.947804179
STIL,2016,VS16,189,65,0.202371815
STIL,2016,248,214,123,1.105059705
STIL,2016,86,200,144,0.511120741
STIL,2016,251,200,202,1.00992532
STIL,2016,112,200,246,1.001994959
STIL,2016,302,168,162,0.415260282
STIL,2016,174,168,32,0.11532
STIL,2016,252,214,176,0.736922655
STIL,2016,61,175,223,0.793786
STIL,2016,AP13,229,330,3.371270995
STIL,2016,339,200,113,0.594247134
STIL,2016,188,200,92,0.580330941
STIL,2016,304,200,190,0.892177949
STIL,2016,172,200,80,0.315542261
STIL,2016,303,200,147,0.899868
STIL,2016,161,200,227,0.490356825
STIL,2016,61,200,87,0.329377575
STIL,2016,199,200,183,0.638307778
STIL,2016,AP13,229,272,3.161187323
STIL,2016,390,200,137,0.956100784
STIL,2016,AxD,175,55,0.121753642
STIL,2016,229,187,70,0.411297611
STIL,2016,268,172,94,0.274863212
STIL,2016,56,182,18,NA
STIL,2016,VS16,172,84,0.230919564
STIL,2016,227,200,131,0.371829875
STIL,2016,69,200,244,1.012322955
STIL,2016,374,200,116,0.477707018
STIL,2016,54,200,134,0.882107369
STIL,2016,262,200,91,0.493911289
STIL,2016,40,200,137,1.115443788
STIL,2016,289,200,76,0.186773176
STIL,2016,173,172,44,0.123320325
STIL,2016,110,214,94,0.4184752
STIL,2016,86,200,98,0.448255624
STIL,2016,247,214,230,0.930476562
STIL,2016,95,200,156,0.573892487
STIL,2016,261,187,89,0.59760746
STIL,2016,44,200,175,0.765189983
STIL,2016,353,187,179,0.990924062
STIL,2016,AP13,243,249,3.116280916
STIL,2016,106,187,111,0.512756174
STIL,2016,AxD,172,136,0.283355002
STIL,2016,320,187,86,0.390593111
STIL,2016,134,214,45,0.178196857
STIL,2016,359,200,94,0.151553092
STIL,2016,AP13,229,63,0.577028511
STIL,2016,135,172,127,0.46465522
STIL,2016,382,200,122,0.344243929
STIL,2016,198,172,181,0.788975176
STIL,2016,255,172,153,0.480562335
STIL,2016,85,200,210,0.631765548
STIL,2016,WBC,NA,472,4.996769472
STIL,2016,400,200,172,0.71196719
STIL,2016,88,NA,178,0.627284546
STIL,2016,372,200,155,0.570407474
STIL,2016,131,172,199,0.6650244
STIL,2016,303,200,193,1.066190426
STIL,2016,110,172,181,0.621239603
STIL,2016,322,200,147,1.068272748
STIL,2016,74,200,149,1.107298118
STIL,2016,189,187,80,0.455930103
STIL,2016,253,172,183,0.973241087
STIL,2016,101,182,85,0.1984465
STIL,2016,264,200,138,0.692632201
STIL,2016,94,187,98,0.312386838
STIL,2016,215,214,67,0.241075748
STIL,2016,150,168,54,0.116498089
STIL,2016,367,200,171,1.158819562
STIL,2016,167,200,96,0.301020145
STIL,2016,399,172,190,0.611387035
STIL,2016,41,172,126,0.346718268
STIL,2016,380,200,83,0.332366527
STIL,2016,22,200,131,0.236167736
STIL,2016,393,187,108,0.5613201
STIL,2016,21,214,87,0.297637897
STIL,2016,314,172,101,0.227212139
STIL,2016,118,187,51,0.077316818
STIL,2016,323,200,179,0.299211565
STIL,2016,178,200,68,0.3467784
TMPL,2016,AP13,202,50,0.17316129
TMPL,2016,232,172,157,0.472186047
TMPL,2016,168,181,192,0.442105263
TMPL,2016,332,179,75,0.198179487
TMPL,2016,140,193,298,1.112580153
TMPL,2016,270,172,154,0.589572816
TMPL,2016,139,149,58,NA
TMPL,2016,255,151,162,0.263514563
TMPL,2016,43,172,88,0.35968
TMPL,2016,280,160,103,0.281153846
TMPL,2016,69,174,148,0.564
TMPL,2016,293,146,270,0.37525
TMPL,2016,15,179,86,0.278515152
TMPL,2016,390,172,120,0.560721649
TMPL,2016,85,153,184,0.349879518
TMPL,2016,261,174,108,0.227264516
TMPL,2016,96,139,78,0.018
TMPL,2016,281,155,159,0.2438
TMPL,2016,103,153,198,0.68373494
TMPL,2016,390,172,159,0.585433333
TMPL,2016,100,183,103,0.224918919
TMPL,2016,263,172,115,0.30395122
TMPL,2016,8,155,98,0.151772727
TMPL,2016,222,172,163,0.303490909
TMPL,2016,5,168,85,0.156129032
TMPL,2016,AP13,204,186,1.528888268
TMPL,2016,AxD,146,226,0.389357724
TMPL,2016,244,172,202,0.710150685
TMPL,2016,AP13,199,47,0.053
TMPL,2016,217,149,110,0.345
TMPL,2016,75,172,86,0.363962963
TMPL,2016,285,172,245,0.919525692
TMPL,2016,165,172,96,0.187831461
TMPL,2016,WBC,214,402,3.253888268
TMPL,2016,348,158,25,NA
TMPL,2016,155,172,110,0.356765957
TMPL,2016,AP13,204,154,1.705668712
TMPL,2016,264,181,103,0.253922078
TMPL,2016,160,172,126,0.231970149
TMPL,2016,252,149,201,0.42573913
TMPL,2016,187,181,265,0.737450704
TMPL,2016,307,181,206,0.300423077
TMPL,2016,WBC,224,333,4.819707317
TMPL,2016,163,151,127,0.242330097
TMPL,2016,116,160,195,0.270816901
TMPL,2016,318,153,185,0.323850932
TMPL,2016,45,172,156,0.241534653
TMPL,2016,370,158,299,0.5
TMPL,2016,371,181,201,0.638241379
TMPL,2016,192,160,260,0.709024096
TMPL,2016,312,179,111,0.480382114
TMPL,2016,243,144,162,0.479873333
TMPL,2016,93,160,199,0.77657732
TMPL,2016,VxW,181,156,0.602112676
TMPL,2016,249,181,217,0.886779661
TMPL,2016,174,141,192,0.300333333
TMPL,2016,211,174,43,0.032
TMPL,2016,41,139,380,0.62
TMPL,2016,AxD,139,187,0.338256
TMPL,2016,DAC,139,68,NA
TMPL,2016,228,153,191,0.380921053
TMPL,2016,74,169,210,0.696148699
TMPL,2016,AP13,202,142,1.617540323
TMPL,2016,95,160,132,0.189238938
TMPL,2016,301,144,144,0.255711864
TMPL,2016,199,181,232,0.586676923
TMPL,2016,202,153,236,0.243492754
TMPL,2016,WBC,229,382,4.056
TMPL,2016,184,160,319,0.885985507
TMPL,2016,369,153,183,0.996506098
TMPL,2016,VxW,179,196,0.606666667
TMPL,2016,156,141,155,0.232795699
TMPL,2016,248,176,213,0.750201342
TMPL,2016,10,176,148,0.279179104
TMPL,2016,363,181,120,0.308474576
TMPL,2016,117,181,143,0.507
TMPL,2016,242,160,112,0.218571429
TMPL,2016,171,133,180,0.371964072
TMPL,2016,320,181,118,0.54308642
TMPL,2016,170,158,98,0.275394737
TMPL,2016,354,160,104,0.315
TMPL,2016,77,149,252,0.5025
TMPL,2016,265,149,242,0.563531915
TMPL,2016,159,179,109,0.416557377
TMPL,2016,191,160,195,0.492798658
TMPL,2016,AxD,141,162,0.269803279
TMPL,2016,161,163,78,NA
TMPL,2016,AP13,202,169,1.659864734
TMPL,2016,189,139,131,0.288385321
TMPL,2016,DAC,139,127,0.039
TMPL,2016,151,144,106,0.218686567
TMPL,2016,230,153,137,0.263387097
TMPL,2016,27,151,68,0.132972973
TMPL,2016,AP13,202,206,1.826035461
TMPL,2016,80,144,215,0.448909091
TMPL,2016,219,179,115,0.467138889
TMPL,2016,AP13,202,206,1.885364583
TMPL,2016,WBC,224,403,4.223096257
TMPL,2016,312,183,137,0.659971154
TMPL,2016,56,153,182,0.283855263
TMPL,2016,VxW,193,176,0.501971831
TMPL,2016,224,172,226,0.825818182
TMPL,2016,83,166,238,0.60906383
TMPL,2016,WBC,NA,411,4.286941176
TMPL,2016,195,151,109,0.173358025
TMPL,2016,197,176,83,0.448060345
TMPL,2016,328,181,165,0.607321101
TMPL,2016,97,153,50,0.230569343
TMPL,2016,VxW,181,194,0.653097902
TMPL,2016,339,144,79,0.187347222
TMPL,2016,158,139,395,0.492387597
TMPL,2016,336,199,155,0.371538462
TMPL,2016,24,181,64,0.130711111
TMPL,2016,WBC,229,622,5.29970068
TMPL,2016,258,141,244,0.4704
TMPL,2016,196,181,81,0.318174274
TMPL,2016,308,169,320,0.831139535
TMPL,2016,148,141,142,0.226769231
TMPL,2016,VS16,151,34,0.015
TMPL,2016,57,151,228,0.39625
TMPL,2016,284,172,258,0.707676768
TMPL,2016,136,NA,12,NA
TMPL,2016,AP13,204,232,2.473529412
TMPL,2016,375,172,51,0.231474747
TMPL,2016,76,193,46,0.111
TMPL,2016,250,172,98,0.44309816
TMPL,2016,234,160,180,0.550523077
TMPL,2016,169,160,183,0.455232558
TMPL,2016,201,176,132,0.402987013
TMPL,2016,188,153,81,0.306
TMPL,2016,VxW,181,180,0.61215
TMPL,2016,84,151,17,NA
TMPL,2016,341,153,67,0.098035714
TMPL,2016,157,172,36,0.068914286
TMPL,2016,247,181,205,0.682905405
TMPL,2016,141,158,104,0.241510204
TMPL,2016,324,153,171,0.599305556
TMPL,2016,239,NA,51,0.051
TMPL,2016,394,140,51,0.051
TMPL,2016,81,142,70,0.099305556
TMPL,2016,VxW,193,158,0.700295652
TMPL,2016,114,172,79,0.232524752
TMPL,2016,216,146,90,0.107294118
TMPL,2016,19,153,107,0.244690722
TMPL,2016,AxD,143,198,0.430254545
TMPL,2016,297,181,147,0.613514019
TMPL,2016,128,163,55,0.12
TMPL,2016,179,176,112,0.250449612
TMPL,2016,349,172,115,0.275844156
TMPL,2016,63,146,200,0.577183673
TMPL,2016,AxD,149,108,0.304173913
TMPL,2016,193,183,105,0.356552795
TMPL,2016,292,160,157,0.361125
TMPL,2016,147,151,129,0.426865248
TMPL,2016,282,166,166,0.4485
TMPL,2016,115,177,44,0.136
TMPL,2016,378,188,70,0.185
TMPL,2016,104,153,71,0.212914286
TMPL,2016,358,160,238,0.574768786
TMPL,2016,257,149,93,0.261591837
TMPL,2016,39,153,89,0.175333333
TMPL,2016,391,166,61,0.117045045
TMPL,2016,138,160,77,0.202944751
TMPL,2016,294,160,96,0.185061404
TMPL,2016,126,151,162,0.2336
TMPL,2016,300,179,112,0.385142857
TMPL,2016,3,153,249,0.7365
TMPL,2016,288,169,117,0.452282828
TMPL,2016,372,149,210,0.672692308
TMPL,2016,88,158,168,0.630378378
TMPL,2016,376,151,58,0.125631579
TMPL,2016,34,145,63,0.161
TMPL,2016,267,183,99,0.29204
TMPL,2016,11,153,61,0.151454545
TMPL,2016,382,172,185,0.658285714
TMPL,2016,VS16,149,31,0.031
TMPL,2016,194,188,174,0.726776471
TMPL,2016,396,153,122,0.283043478
TMPL,2016,118,160,165,0.487574257
TMPL,2016,AP13,204,201,1.587823864
TMPL,2016,306,149,118,0.340214286
TMPL,2016,176,146,285,0.629098039
TMPL,2016,220,151,160,0.439078125
TMPL,2016,105,172,199,0.787145161
TMPL,2016,277,177,491,1.450238806
TMPL,2016,175,183,186,0.83772093
TMPL,2016,VS16,172,48,0.026
TMPL,2016,213,183,200,0.377617021
TMPL,2016,53,144,153,0.400821429
TMPL,2016,142,144,145,0.305460674
TMPL,2016,VS16,146,NA,NA
TMPL,2016,237,149,71,0.13175
TMPL,2016,154,172,121,0.365186992
TMPL,2016,314,153,73,0.18420339
TMPL,2016,AP13,204,183,1.924815789
TMPL,2016,47,179,37,0.078
TMPL,2016,296,179,111,0.317234043
TMPL,2016,127,149,61,0.13
TMPL,2016,355,153,161,0.47
TMPL,2016,177,149,124,0.312416667
TMPL,2016,342,146,119,0.333333333
TMPL,2016,76,190,103,0.205552941
TMPL,2016,311,153,112,0.284097561
TMPL,2016,177,151,166,0.43316
TMPL,2016,AP13,202,199,1.71482243
TMPL,2016,239,177,95,0.471777778
TMPL,2016,VxW,190,126,0.432290909
TMPL,2016,198,151,156,0.443120567
TMPL,2016,251,190,108,0.347601504
TMPL,2016,111,151,177,0.35037037
TMPL,2016,208,151,47,0.037
TMPL,2016,52,133,191,0.379726027
TMPL,2016,WBC,229,427,4.469833333
TMPL,2016,275,160,92,0.194275862
TMPL,2016,143,149,127,0.589150685
TMPL,2016,362,172,102,0.709574468
TMPL,2016,368,166,70,0.187058824
TMPL,2016,398,153,178,0.575854545
TMPL,2016,373,172,124,0.392190476
TMPL,2016,AP13,202,110,1.811647059
TMPL,2016,356,149,121,0.133136364
TMPL,2016,158,153,200,0.353670886
TMPL,2016,274,151,142,0.301263158
TMPL,2016,13,163,177,0.544909091
TMPL,2016,227,181,96,0.179138462
TMPL,2016,107,151,89,0.265674419
TMPL,2016,334,181,295,0.804872727
TMPL,2016,43,158,348,0.816966292
TMPL,2016,402,181,289,0.9385
TMPL,2016,131,151,454,1.217793103
TMPL,2016,315,153,115,0.163235294
TMPL,2016,120,179,61,0.152169643
TMPL,2016,210,193,147,0.400317757
TMPL,2016,112,146,38,0.053
TMPL,2016,379,172,52,0.157428571
TMPL,2016,179,172,85,0.164269841
TMPL,2016,240,153,179,0.400516129
TMPL,2016,127,144,85,0.1554
TMPL,2016,397,172,109,0.183987342
TMPL,2016,192,163,212,0.476351351
TMPL,2016,299,153,121,0.189807692
TMPL,2016,178,151,120,0.346924528
TMPL,2016,260,172,173,0.75011215
TMPL,2016,183,151,109,0.236389381
TMPL,2016,245,177,172,0.440617886
TMPL,2016,42,144,294,0.825922078
TMPL,2016,323,172,216,0.355909091
TMPL,2016,132,172,178,0.558708661
TMPL,2016,228,146,208,0.301333333
TMPL,2016,4,158,125,0.374191011
TMPL,2016,203,144,324,0.519
TMPL,2016,62,172,135,0.466818182
TMPL,2016,272,150,151,0.310666667
TMPL,2016,145,158,61,0.06
TMPL,2016,344,172,46,0.051
TMPL,2016,WBC,202,418,3.609957447
TMPL,2016,106,172,236,0.560758621
TMPL,2016,326,174,182,0.453534247
TMPL,2016,AxD,153,184,0.468326923
TMPL,2016,138,153,57,0.18070229
TMPL,2016,VxW,176,267,0.539180328
TMPL,2016,345,132,50,NA
TMPL,2016,58,146,225,0.20976
TMPL,2016,360,153,236,0.547642857
TMPL,2016,330,133,266,0.402141732
TMPL,2016,AxD,133,216,0.35231405
TMPL,2016,389,158,247,0.643788732
TMPL,2016,AxD,153,217,0.360266667
TMPL,2016,7,133,231,0.32756044
TMPL,2016,333,186,135,0.37439011
TMPL,2016,152,151,46,NA
TMPL,2016,403,146,432,0.510125
TMPL,2016,134,179,95,0.242991803
TMPL,2016,29,146,129,0.229225806
TMPL,2016,AP13,202,265,1.667580645
TMPL,2016,254,141,148,0.29625
TMPL,2016,289,165,110,0.392880952
TMPL,2016,223,165,298,0.62717757
TMPL,2016,133,159,51,0.033
TMPL,2016,225,141,251,0.563716216
TMPL,2016,79,160,151,0.450814815
TMPL,2016,283,139,175,0.310679688
TMPL,2016,1,132,127,0.077
TMPL,2016,215,153,281,0.2624
TMPL,2016,190,172,253,0.229325301
TMPL,2016,AP13,199,240,1.775993377
TMPL,2016,212,151,193,0.446789474
TMPL,2016,54,151,199,0.485594595
TMPL,2016,204,133,161,0.105
TMPL,2016,353,172,156,0.17443299
TMPL,2016,377,172,107,0.135045872
TMPL,2016,VxW,193,125,0.406802721
TMPL,2016,182,153,82,0.217777778
TMPL,2016,386,183,43,NA
TMPL,2016,302,140,116,0.162885246
TMPL,2016,61,141,35,NA
TMPL,2016,AxD,144,73,0.41311828
TMPL,2016,91,NA,40,0.062
TMPL,2016,VxW,193,59,0.573964286
TMPL,2016,122,151,26,NA
TMPL,2016,357,172,32,NA
TMPL,2016,31,151,165,0.595070922
TMPL,2016,367,153,247,0.856458599
TMPL,2016,108,139,101,0.239342466
TMPL,2016,343,153,168,0.276
TMPL,2016,384,144,166,0.344
TMPL,2016,316,149,255,0.5376
TMPL,2016,64,144,167,0.335547945
TMPL,2016,305,153,180,0.378453488
TMPL,2016,89,149,169,0.50737037
TMPL,2016,WBC,229,429,3.07762963
TMPL,2016,271,151,252,0.555446809
TMPL,2016,166,181,171,0.739917808
TMPL,2016,220,160,179,0.504174419
TMPL,2016,102,183,158,0.399245902
TMPL,2016,342,144,41,0.09730303
TMPL,2016,22,139,34,0.184151786
TMPL,2016,338,151,164,0.545769231
TMPL,2016,35,141,139,0.229428571
TMPL,2016,279,181,47,0.105818182
TMPL,2016,143,151,149,0.719317536
TMPL,2016,WBC,218,390,4.9875
TMPL,2016,209,149,97,0.326428571
TMPL,2016,186,172,239,0.554809783
TMPL,2016,346,160,64,0.14522
TMPL,2016,AxD,141,188,0.086
TMPL,2016,90,172,211,0.497734043
TMPL,2016,268,163,71,0.540116505
TMPL,2016,200,153,157,0.6042
TMPL,2016,325,153,311,0.810666667
TMPL,2016,VS16,150,26,NA
TMPL,2016,21,151,106,0.354166667
TMPL,2016,233,172,68,0.142142857
TMPL,2016,73,144,176,0.352094595
TMPL,2016,226,153,90,0.199037736
TMPL,2016,AxD,146,150,0.315535714
TMPL,2016,18,149,188,0.303381215
TMPL,2016,269,153,103,0.07935
TMPL,2016,291,133,187,0.430122581
TMPL,2016,310,153,148,0.234708661
TMPL,2016,347,134,125,0.291652174
TMPL,2016,31,153,107,0.162623762
TMPL,2016,207,158,63,0.213119403
TMPL,2016,380,151,113,0.421875
TMPL,2016,259,153,99,0.22831875
TMPL,2016,395,153,136,0.339783951
TMPL,2016,153,153,175,0.824189189
TMPL,2016,365,133,33,0.024
TMPL,2016,67,149,167,0.368
TMPL,2016,278,150,210,0.666585859
TMPL,2016,26,172,85,0.431134021
TMPL,2016,359,153,199,0.412022901
TMPL,2016,87,153,123,0.307432432
TMPL,2016,353,176,121,0.390802139
TMPL,2016,72,151,101,0.41
TMPL,2016,350,172,147,0.494265734
TMPL,2016,23,183,69,0.392025974
TMPL,2016,70,160,29,0.084
TMPL,2016,AxD,149,73,0.185277778
TMPL,2016,322,162,118,0.401240642
TMPL,2016,286,151,84,0.284252336
TMPL,2016,173,151,58,0.067
TMPL,2016,238,183,157,0.744748858
TMPL,2016,15,158,151,0.524271429
TMPL,2016,292,144,78,0.223928571
TMPL,2016,VxW,181,134,0.359753086
TMPL,2016,327,169,67,0.074
TMPL,2016,118,149,80,0.27262963
TMPL,2016,VS16,160,57,0.057
TMPL,2016,224,181,183,0.593830189
TMPL,2016,VxW,181,103,0.401074074
TMPL,2016,241,172,73,0.181697248
TMPL,2016,180,151,79,0.384963636
TMPL,2016,WBC,NA,363,3.446304569
TMPL,2016,218,160,115,0.483823529
TMPL,2016,399,144,173,0.259609023
TMPL,2016,AP13,202,159,1.060780347
TMPL,2016,243,141,115,0.074545455
TMPL,2016,WBC,NA,390,3.404374302
TMPL,2016,46,158,115,0.376318182
TMPL,2016,DAC,139,NA,NA
TMPL,2016,290,176,73,0.132
TMPL,2016,110,134,139,0.402616667
TMPL,2016,388,153,87,0.166
TMPL,2016,AP13,204,197,1.680780488
TMPL,2016,229,153,59,0.223272727
TMPL,2016,119,188,216,0.716784946
TMPL,2016,303,139,150,0.66909375
TMPL,2016,283,144,60,0.073
TMPL,2016,66,166,163,0.738402985
TMPL,2016,374,146,67,0.153834862
TMPL,2016,135,151,89,0.309545455
TMPL,2016,346,176,86,0.170536585
TMPL,2016,214,199,42,0.064
TMPL,2016,AP13,199,137,1.316031579
TMPL,2016,266,153,89,0.27675
TMPL,2016,150,133,112,0.337071429
TMPL,2016,302,149,58,0.042
TMPL,2016,348,172,51,0.074
TMPL,2016,215,151,176,0.28929703
TMPL,2016,71,183,204,0.397881356
TMPL,2016,20,153,189,0.418690141
TMPL,2016,364,166,168,0.684307692
TMPL,2016,25,160,137,0.312
TMPL,2016,385,153,97,0.094
TMPL,2016,130,153,154,0.468965517
TMPL,2016,221,158,179,0.391076923
TMPL,2016,32,176,237,0.847109948
TMPL,2016,400,163,199,0.531525424
TMPL,2016,14,158,114,0.228938053
TMPL,2016,397,181,154,0.209085526
TMPL,2016,49,151,71,0.0995
TMPL,2016,AP13,204,180,1.121230303
TMPL,2016,314,153,55,0.069
TMPL,2016,55,144,204,0.562622951
TMPL,2016,252,149,88,0.24506087
TMPL,2016,173,134,43,NA
TMPL,2016,381,149,171,0.467980769
TMPL,2016,44,166,233,0.412871622
TMPL,2016,WBC,NA,456,3.826690778
TMPL,2016,28,153,252,0.611555556
TMPL,2016,VxW,174,169,0.58208
TMPL,2016,355,172,148,0.35910559
TMPL,2016,125,169,97,0.176115385
TMPL,2016,270,169,121,0.436428571
TMPL,2016,VS16,151,42,0.032
TMPL,2016,146,158,88,0.291330935
TMPL,2016,203,144,170,0.352230216
TMPL,2016,101,181,134,0.14
TMPL,2016,301,144,174,0.310909091
TMPL,2016,AP13,202,66,0.2159
TMPL,2016,235,146,174,0.296958621
TMPL,2016,357,199,12,NA
TMPL,2016,36,153,136,0.432774194
TMPL,2016,AP13,202,205,1.664632653
TMPL,2016,376,153,94,0.130034884
TMPL,2016,VS16,165,21,NA
TMPL,2016,185,133,101,0.171521739
TMPL,2016,347,139,120,0.084
TMPL,2016,VxW,169,151,0.611280576
TMPL,2016,404,144,70,0.114
TMPL,2016,392,151,70,0.178
TMPL,2016,113,174,182,0.618519231
TMPL,2016,262,179,141,0.388571429
TMPL,2016,91,169,146,0.487307692
TMPL,2016,246,172,152,0.406736842
TMPL,2016,205,160,96,0.085278351
TMPL,2016,313,134,280,0.733762712
TMPL,2016,123,183,220,0.44489441
TMPL,2016,337,160,175,0.25242268
TMPL,2016,86,172,178,0.366128655
TMPL,2016,383,149,96,0.334714286
TMPL,2016,12,149,140,0.21647561
TMPL,2016,361,160,206,0.314695652
TMPL,2016,116,149,207,0.467294118
TMPL,2016,213,166,81,0.126377358
TMPL,2016,117,177,170,0.36538961
TMPL,2016,253,163,292,0.830444444
TMPL,2016,33,146,103,0.153597561
TMPL,2016,WBC,211,487,4.781847953
TMPL,2016,DAC,134,109,0.133432099
TMPL,2016,152,153,52,0.086
TMPL,2016,319,151,164,0.332121212
TMPL,2016,AP13,204,166,1.442241379
TMPL,2016,48,166,107,0.23544
TMPL,2016,366,139,138,0.31140708
TMPL,2016,WBC,NA,453,2.809052632
TMPL,2016,170,158,76,0.193361345
